time:timestamp,IncidentActivity_Number,concept:name,Assignment Group,KM number,Interaction ID,case:concept:name
2013-03-27 09:06:18+00:00,001A4287742,Assignment,TEAM0003,KM0000611,SD0000025,IM0000011
2013-03-27 09:39:41+00:00,001A4287868,Update from customer,TEAM0002,KM0000611,SD0000025,IM0000011
2013-03-27 11:28:04+00:00,001A4290216,Assignment,TEAM0003,KM0000611,SD0000025,IM0000011
2013-11-06 07:03:39+00:00,001A4779696,Update from customer,TEAM0002,KM0000611,SD0000025,IM0000011
2013-05-11 16:55:52+00:00,001A5866979,Assignment,TEAM0003,KM0000611,SD0000025,IM0000011
2013-05-11 16:55:17+00:00,001A5864265,Update from customer,TEAM0002,KM0000611,SD0000025,IM0000011
2013-05-11 16:55:17+00:00,001A5864264,Assignment,TEAM0002,KM0000611,SD0000025,IM0000011
2013-05-11 16:55:17+00:00,001A5864263,Reassignment,TEAM0002,KM0000611,SD0000025,IM0000011
2013-03-27 11:05:52+00:00,001A4288097,Assignment,TEAM0002,KM0000611,SD0000025,IM0000011
2013-03-27 11:05:52+00:00,001A4288098,Update from customer,TEAM0002,KM0000611,SD0000025,IM0000011
2013-11-06 06:54:42+00:00,001A4777201,Assignment,TEAM0003,KM0000611,SD0000025,IM0000011
2013-03-27 09:06:18+00:00,001A4287741,Reassignment,TEAM0003,KM0000611,SD0000025,IM0000011
2013-07-01 08:19:20+00:00,001A3689785,Reassignment,TEAM0001,KM0000611,SD0000025,IM0000011
2013-11-06 06:54:42+00:00,001A4777202,Operator Update,TEAM0003,KM0000611,SD0000025,IM0000011
2013-03-27 09:06:18+00:00,001A4287743,Operator Update,TEAM0003,KM0000611,SD0000025,IM0000011
2013-05-30 13:11:42+00:00,001A4704177,Update from customer,TEAM0002,KM0000611,SD0000025,IM0000011
2013-03-27 11:05:52+00:00,001A4288096,Reassignment,TEAM0002,KM0000611,SD0000025,IM0000011
2013-11-06 06:54:42+00:00,001A4777200,Reassignment,TEAM0003,KM0000611,SD0000025,IM0000011
2013-02-13 11:57:55+00:00,001A3970715,Update from customer,TEAM0002,KM0000611,SD0000029,IM0000012
2013-08-11 13:48:20+00:00,001A5891782,Reassignment,TEAM0002,KM0000611,SD0000029,IM0000012
2013-08-11 13:55:53+00:00,001A5891819,Caused By CI,TEAM0003,KM0000611,SD0000029,IM0000012
2013-08-11 13:48:20+00:00,001A5891783,Assignment,TEAM0002,KM0000611,SD0000029,IM0000012
2013-08-11 13:55:53+00:00,001A5891818,Closed,TEAM0003,KM0000611,SD0000029,IM0000012
2013-08-11 13:48:20+00:00,001A5891784,Update from customer,TEAM0002,KM0000611,SD0000029,IM0000012
2013-02-13 12:03:35+00:00,001A3970723,Update from customer,TEAM0002,KM0000611,SD0000031,IM0000013
2013-08-11 13:54:13+00:00,001A5891812,Closed,TEAM0003,KM0000611,SD0000031,IM0000013
2013-08-11 13:50:18+00:00,001A5891796,Update from customer,TEAM0002,KM0000611,SD0000031,IM0000013
2013-08-11 13:50:17+00:00,001A5891794,Reassignment,TEAM0002,KM0000611,SD0000031,IM0000013
2013-08-11 13:50:18+00:00,001A5891795,Assignment,TEAM0002,KM0000611,SD0000031,IM0000013
2013-08-11 13:54:13+00:00,001A5891813,Caused By CI,TEAM0003,KM0000611,SD0000031,IM0000013
2013-02-13 12:21:01+00:00,001A3970774,Update from customer,TEAM0002,KM0000401,SD0000033,IM0000014
2013-12-27 10:55:17+00:00,001A6254753,Update from customer,TEAM0002,KM0000401,SD0000033,IM0000014
2013-12-27 10:59:25+00:00,001A6253727,Resolved,TEAM0003,KM0000401,SD0000033,IM0000014
2013-12-27 10:59:33+00:00,001A6253728,Closed,TEAM0003,KM0000401,SD0000033,IM0000014
2013-12-27 10:55:17+00:00,001A6254752,Assignment,TEAM0002,KM0000401,SD0000033,IM0000014
2013-12-27 10:52:15+00:00,001A6255918,Update from customer,TEAM0002,KM0000401,SD0000033,IM0000014
2013-12-27 10:55:17+00:00,001A6254751,Reassignment,TEAM0002,KM0000401,SD0000033,IM0000014
2013-08-11 13:52:18+00:00,001A5891800,Update from customer,TEAM0002,KM0000401,SD0000033,IM0000014
2013-02-14 11:07:09+00:00,001A3981415,Update from customer,TEAM0002,KM0000611,SD0000034,IM0000015
2013-10-03 18:52:41+00:00,001A4159327,Reassignment,TEAM0003,KM0000611,SD0000034,IM0000015
2013-10-14 10:33:49+00:00,001A5679557,Update,TEAM0002,KM0000611,SD0000034,IM0000015
2013-02-14 11:07:09+00:00,001A3981414,Assignment,TEAM0002,KM0000611,SD0000034,IM0000015
2013-02-14 12:05:15+00:00,001A3981058,Assignment,TEAM0003,KM0000611,SD0000034,IM0000015
2013-02-14 11:07:09+00:00,001A3981413,Reassignment,TEAM0002,KM0000611,SD0000034,IM0000015
2013-09-18 15:00:45+00:00,001A5487658,Assignment,TEAM0003,KM0000611,SD0000034,IM0000015
2013-09-18 15:56:51+00:00,001A5486772,Operator Update,TEAM0003,KM0000611,SD0000034,IM0000015
2013-09-18 16:01:35+00:00,001A5486778,Reassignment,TEAM0003,KM0000611,SD0000034,IM0000015
2013-09-18 16:01:35+00:00,001A5486779,Assignment,TEAM0003,KM0000611,SD0000034,IM0000015
2013-02-13 12:31:12+00:00,001A3970798,Update from customer,TEAM0002,KM0000611,SD0000034,IM0000015
2013-01-05 14:06:34+00:00,001A4527930,Update,TEAM0003,KM0000611,SD0000034,IM0000015
2013-08-11 14:09:10+00:00,001A5891851,Closed,TEAM0003,KM0000611,SD0000034,IM0000015
2013-08-11 14:06:40+00:00,001A5891849,Update from customer,TEAM0002,KM0000611,SD0000034,IM0000015
2013-08-11 14:06:40+00:00,001A5891848,Assignment,TEAM0002,KM0000611,SD0000034,IM0000015
2013-08-11 14:06:40+00:00,001A5891847,Reassignment,TEAM0002,KM0000611,SD0000034,IM0000015
2013-08-11 14:09:10+00:00,001A5891852,Caused By CI,TEAM0003,KM0000611,SD0000034,IM0000015
2013-01-05 13:58:39+00:00,001A4527902,Update,TEAM0003,KM0000611,SD0000034,IM0000015
2013-02-13 12:38:26+00:00,001A3970821,Update from customer,TEAM0002,KM0000611,SD0000036,IM0000017
2013-08-11 14:02:21+00:00,001A5891844,Caused By CI,TEAM0003,KM0000611,SD0000036,IM0000017
2013-08-11 14:02:21+00:00,001A5891843,Closed,TEAM0003,KM0000611,SD0000036,IM0000017
2013-08-11 13:53:47+00:00,001A5891809,Reassignment,TEAM0002,KM0000611,SD0000036,IM0000017
2013-08-11 13:53:47+00:00,001A5891810,Assignment,TEAM0002,KM0000611,SD0000036,IM0000017
2013-08-11 13:53:47+00:00,001A5891811,Update from customer,TEAM0002,KM0000611,SD0000036,IM0000017
2013-02-27 13:16:20+00:00,001A4086504,Update from customer,TEAM0002,KM0000401,SD0000037,IM0000018
2013-08-11 14:35:43+00:00,001A5891944,Closed,TEAM0003,KM0000401,SD0000037,IM0000018
2013-08-11 13:58:22+00:00,001A5891830,Update from customer,TEAM0002,KM0000401,SD0000037,IM0000018
2013-08-11 13:58:22+00:00,001A5891829,Assignment,TEAM0002,KM0000401,SD0000037,IM0000018
2013-08-11 13:58:22+00:00,001A5891828,Reassignment,TEAM0002,KM0000401,SD0000037,IM0000018
2013-08-11 14:35:43+00:00,001A5891945,Caused By CI,TEAM0003,KM0000401,SD0000037,IM0000018
2013-02-27 13:33:46+00:00,001A4087800,Operator Update,TEAM0003,KM0000611,SD0000040,IM0000019
2013-02-27 13:12:29+00:00,001A4086492,Update from customer,TEAM0002,KM0000611,SD0000040,IM0000019
2013-02-27 13:24:54+00:00,001A4086534,Assignment,TEAM0003,KM0000611,SD0000040,IM0000019
2013-02-27 13:33:46+00:00,001A4087799,Assignment,TEAM0003,KM0000611,SD0000040,IM0000019
2013-02-27 13:12:29+00:00,001A4086491,Assignment,TEAM0002,KM0000611,SD0000040,IM0000019
2013-02-28 14:27:04+00:00,001A4097836,Update from customer,TEAM0002,KM0000611,SD0000040,IM0000019
2013-02-27 13:33:46+00:00,001A4087798,Reassignment,TEAM0003,KM0000611,SD0000040,IM0000019
2013-02-28 14:27:04+00:00,001A4097835,Assignment,TEAM0002,KM0000611,SD0000040,IM0000019
2013-02-27 13:12:29+00:00,001A4086490,Reassignment,TEAM0002,KM0000611,SD0000040,IM0000019
2013-08-11 14:16:12+00:00,001A5891862,Assignment,TEAM0002,KM0000611,SD0000040,IM0000019
2013-08-11 14:16:12+00:00,001A5891863,Update from customer,TEAM0002,KM0000611,SD0000040,IM0000019
2013-08-11 14:23:55+00:00,001A5891889,Closed,TEAM0003,KM0000611,SD0000040,IM0000019
2013-08-11 14:23:55+00:00,001A5891890,Caused By CI,TEAM0003,KM0000611,SD0000040,IM0000019
2013-08-11 14:16:12+00:00,001A5891861,Reassignment,TEAM0002,KM0000611,SD0000040,IM0000019
2013-06-26 06:24:42+00:00,001A4887218,Assignment,TEAM0003,KM0000611,SD0000042,IM0000020
2013-06-26 06:24:42+00:00,001A4887219,Status Change,TEAM0003,KM0000611,SD0000042,IM0000020
2013-06-25 20:04:32+00:00,001A4885784,Update,TEAM0005,KM0000611,SD0000042,IM0000020
2013-11-07 13:55:18+00:00,001A5020800,Update from customer,TEAM0002,KM0000611,SD0000042,IM0000020
2013-06-25 20:04:32+00:00,001A4885782,Reassignment,TEAM0005,KM0000611,SD0000042,IM0000020
2013-08-11 14:17:19+00:00,001A5891865,Reassignment,TEAM0002,KM0000611,SD0000042,IM0000020
2013-08-11 14:17:20+00:00,001A5891866,Assignment,TEAM0002,KM0000611,SD0000042,IM0000020
2013-08-11 14:17:20+00:00,001A5891867,Update from customer,TEAM0002,KM0000611,SD0000042,IM0000020
2013-08-11 14:22:06+00:00,001A5891883,Closed,TEAM0003,KM0000611,SD0000042,IM0000020
2013-08-11 14:22:06+00:00,001A5891884,Caused By CI,TEAM0003,KM0000611,SD0000042,IM0000020
2013-06-26 06:24:42+00:00,001A4887217,Reassignment,TEAM0003,KM0000611,SD0000042,IM0000020
2013-10-04 12:28:28+00:00,001A4380765,Update,TEAM0005,KM0000611,SD0000042,IM0000020
2013-06-26 06:24:42+00:00,001A4887220,Operator Update,TEAM0003,KM0000611,SD0000042,IM0000020
2013-06-25 20:04:32+00:00,001A4885783,Assignment,TEAM0005,KM0000611,SD0000042,IM0000020
2013-02-27 13:26:40+00:00,001A4086539,Update from customer,TEAM0002,KM0000401,#N/B,IM0000021
2013-02-27 14:07:07+00:00,001A4086715,Caused By CI,TEAM0003,KM0000401,#N/B,IM0000021
2013-02-27 14:00:13+00:00,001A4086688,Update from customer,TEAM0002,KM0000401,#N/B,IM0000021
2013-02-27 14:00:13+00:00,001A4086686,Reassignment,TEAM0002,KM0000401,#N/B,IM0000021
2013-02-27 14:00:13+00:00,001A4086687,Assignment,TEAM0002,KM0000401,#N/B,IM0000021
2013-02-27 14:07:07+00:00,001A4086714,Closed,TEAM0003,KM0000401,#N/B,IM0000021
2013-11-14 13:33:36+00:00,001A5935284,Closed,TEAM0003,KM0000611,SD0000043,IM0000022
2013-11-14 13:32:09+00:00,001A5935283,Resolved,TEAM0003,KM0000611,SD0000043,IM0000022
2013-12-08 07:27:26+00:00,001A5214126,Update from customer,TEAM0002,KM0000611,SD0000043,IM0000022
2013-04-19 07:41:06+00:00,001A4445279,OO Response,TEAM0005,KM0000611,SD0000043,IM0000022
2013-11-14 09:46:16+00:00,001A5926635,Operator Update,TEAM0004,KM0000611,SD0000043,IM0000022
2013-11-14 09:50:37+00:00,001A5926662,Operator Update,TEAM0004,KM0000611,SD0000043,IM0000022
2013-11-14 09:45:17+00:00,001A5926631,Operator Update,TEAM0004,KM0000611,SD0000043,IM0000022
2013-12-08 07:58:04+00:00,001A5214226,Operator Update,TEAM0003,KM0000611,SD0000043,IM0000022
2013-12-08 11:51:04+00:00,001A5214751,Operator Update,TEAM0003,KM0000611,SD0000043,IM0000022
2013-11-03 08:25:03+00:00,001A4163000,Operator Update,TEAM0003,KM0000611,SD0000043,IM0000022
2013-10-21 11:21:18+00:00,001A5729076,Reassignment,TEAM0003,KM0000611,SD0000043,IM0000022
2013-10-21 11:22:45+00:00,001A5729081,Reassignment,TEAM0003,KM0000611,SD0000043,IM0000022
2013-10-21 11:21:18+00:00,001A5729077,Assignment,TEAM0003,KM0000611,SD0000043,IM0000022
2013-05-03 08:35:03+00:00,001A4125761,Update from customer,TEAM0002,KM0000611,SD0000043,IM0000022
2013-07-03 09:44:13+00:00,001A4146108,Operator Update,TEAM0003,KM0000611,SD0000043,IM0000022
2013-12-08 07:58:04+00:00,001A5214225,Assignment,TEAM0003,KM0000611,SD0000043,IM0000022
2013-05-03 14:48:17+00:00,001A4131195,Operator Update,TEAM0003,KM0000611,SD0000043,IM0000022
2013-01-03 12:53:38+00:00,001A4108700,Assignment,TEAM0003,KM0000611,SD0000043,IM0000022
2013-04-03 10:50:50+00:00,001A4116411,Reassignment,TEAM0003,KM0000611,SD0000043,IM0000022
2013-10-21 11:22:45+00:00,001A5729082,Assignment,TEAM0003,KM0000611,SD0000043,IM0000022
2013-04-29 13:58:22+00:00,001A4514689,Assignment,TEAM0003,KM0000611,SD0000043,IM0000022
2013-09-01 08:34:35+00:00,001A3714734,Operator Update,TEAM0003,KM0000611,SD0000043,IM0000022
2013-04-03 10:50:50+00:00,001A4116413,Operator Update,TEAM0003,KM0000611,SD0000043,IM0000022
2013-05-03 08:36:09+00:00,001A4125765,Assignment,TEAM0002,KM0000611,SD0000043,IM0000022
2013-10-23 09:28:58+00:00,001A5761129,Operator Update,TEAM0004,KM0000611,SD0000043,IM0000022
2013-12-08 07:27:26+00:00,001A5214124,Reassignment,TEAM0002,KM0000611,SD0000043,IM0000022
2013-01-03 12:49:21+00:00,001A4107161,Assignment,TEAM0005,KM0000611,SD0000043,IM0000022
2013-05-03 08:36:09+00:00,001A4125766,Update from customer,TEAM0002,KM0000611,SD0000043,IM0000022
2013-04-29 13:58:22+00:00,001A4514688,Reassignment,TEAM0003,KM0000611,SD0000043,IM0000022
2013-03-28 15:24:58+00:00,001A4302537,OO Response,TEAM0005,KM0000611,SD0000043,IM0000022
2013-05-03 14:13:38+00:00,001A4131046,Assignment,TEAM0003,KM0000611,SD0000043,IM0000022
2013-04-29 13:58:22+00:00,001A4514690,Operator Update,TEAM0003,KM0000611,SD0000043,IM0000022
2013-07-03 09:44:13+00:00,001A4146106,Reassignment,TEAM0003,KM0000611,SD0000043,IM0000022
2013-07-01 15:49:40+00:00,001A3699316,Operator Update,TEAM0003,KM0000611,SD0000043,IM0000022
2013-12-08 07:27:26+00:00,001A5214125,Assignment,TEAM0002,KM0000611,SD0000043,IM0000022
2013-04-19 07:41:06+00:00,001A4445278,Assignment,TEAM0005,KM0000611,SD0000043,IM0000022
2013-01-03 12:49:21+00:00,001A4107162,OO Response,TEAM0005,KM0000611,SD0000043,IM0000022
2013-04-03 10:50:50+00:00,001A4116412,Assignment,TEAM0003,KM0000611,SD0000043,IM0000022
2013-01-03 12:49:21+00:00,001A4107160,Reassignment,TEAM0005,KM0000611,SD0000043,IM0000022
2013-07-03 09:44:13+00:00,001A4146107,Assignment,TEAM0003,KM0000611,SD0000043,IM0000022
2013-05-03 08:36:09+00:00,001A4125764,Reassignment,TEAM0002,KM0000611,SD0000043,IM0000022
2013-04-19 07:41:06+00:00,001A4445277,Reassignment,TEAM0005,KM0000611,SD0000043,IM0000022
2013-04-29 14:29:09+00:00,001A4516027,Update,TEAM9999,KM0000611,SD0000043,IM0000022
2013-04-19 07:52:43+00:00,001A4445306,Assignment,TEAM0003,KM0000611,SD0000043,IM0000022
2013-12-12 10:24:45+00:00,001A6165328,Closed,TEAM0006,KM0000670,SD0000045,IM0000023
2013-12-12 10:24:45+00:00,001A6165329,Caused By CI,TEAM0006,KM0000670,SD0000045,IM0000023
2013-01-05 14:03:57+00:00,001A4527921,Assignment,TEAM0003,KM0000401,SD0000046,IM0000024
2013-05-29 14:00:40+00:00,001A4696303,Update,TEAM9999,KM0000401,SD0000046,IM0000024
2013-02-13 14:07:33+00:00,001A3972389,Operator Update,TEAM0003,KM0000401,SD0000046,IM0000024
2013-01-05 14:03:57+00:00,001A4527922,Update,TEAM0003,KM0000401,SD0000046,IM0000024
2013-03-06 06:58:17+00:00,001A4718641,Update from customer,TEAM9999,KM0000401,SD0000046,IM0000024
2013-07-01 08:25:05+00:00,001A3689845,Reassignment,TEAM0001,KM0000401,SD0000046,IM0000024
2013-01-05 14:03:57+00:00,001A4527920,Reassignment,TEAM0003,KM0000401,SD0000046,IM0000024
2013-08-11 14:39:58+00:00,001A5891954,Assignment,TEAM0002,KM0000401,SD0000046,IM0000024
2013-08-11 14:39:58+00:00,001A5891955,Update from customer,TEAM0002,KM0000401,SD0000046,IM0000024
2013-08-11 14:39:58+00:00,001A5891953,Reassignment,TEAM0002,KM0000401,SD0000046,IM0000024
2013-08-11 14:58:04+00:00,001A5889925,Caused By CI,TEAM0003,KM0000401,SD0000046,IM0000024
2013-08-11 14:58:04+00:00,001A5889924,Closed,TEAM0003,KM0000401,SD0000046,IM0000024
2013-01-24 15:57:07+00:00,001A3833031,Operator Update,TEAM0003,KM0000401,SD0000046,IM0000024
2013-12-08 12:54:28+00:00,001A5216130,Status Change,TEAM0007,KM0000852,SD0000053,IM0000028
2013-04-17 15:09:33+00:00,001A4432881,Operator Update,TEAM0007,KM0000852,SD0000053,IM0000028
2013-01-03 13:02:40+00:00,001A4107204,Update from customer,TEAM0007,KM0000852,SD0000053,IM0000028
2013-08-15 13:45:21+00:00,001A5238975,Communication with customer,TEAM0007,KM0000852,SD0000053,IM0000028
2013-12-20 11:31:09+00:00,001A6222681,Closed,TEAM0007,KM0000852,SD0000053,IM0000028
2013-12-20 11:31:09+00:00,001A6222682,Caused By CI,TEAM0007,KM0000852,SD0000053,IM0000028
2013-06-19 10:22:05+00:00,001A4837807,Operator Update,TEAM0007,KM0000852,SD0000053,IM0000028
2013-01-03 13:02:40+00:00,001A4107203,Status Change,TEAM0007,KM0000852,SD0000053,IM0000028
2013-09-09 15:27:00+00:00,001A5436856,Communication with customer,TEAM0007,KM0000852,SD0000053,IM0000028
2013-12-08 12:54:28+00:00,001A5216131,Communication with customer,TEAM0007,KM0000852,SD0000053,IM0000028
2013-08-15 13:46:06+00:00,001A5238980,Communication with customer,TEAM0007,KM0000852,SD0000053,IM0000028
2013-01-03 13:02:40+00:00,001A4107205,External Vendor Assignment,TEAM0007,KM0000852,SD0000053,IM0000028
2013-11-11 17:02:35+00:00,001A5905756,Pending vendor,TEAM0007,KM0000852,SD0000053,IM0000028
2013-02-25 12:01:35+00:00,001A4064039,Assignment,TEAM0003,KM0000928,SD0000055,IM0000031
2013-05-16 12:07:31+00:00,001A4624737,Update,TEAM0004,KM0000928,SD0000055,IM0000031
2013-02-25 12:01:35+00:00,001A4064040,Update,TEAM0003,KM0000928,SD0000055,IM0000031
2013-02-25 12:01:35+00:00,001A4064038,Reassignment,TEAM0003,KM0000928,SD0000055,IM0000031
2013-05-16 08:14:41+00:00,001A4621461,Assignment,TEAM0005,KM0000928,SD0000055,IM0000031
2013-10-30 08:45:53+00:00,001A5814957,Caused By CI,TEAM0003,KM0000928,SD0000055,IM0000031
2013-10-30 08:45:53+00:00,001A5814956,Closed,TEAM0003,KM0000928,SD0000055,IM0000031
2013-02-25 12:01:35+00:00,001A4064041,Description Update,TEAM0003,KM0000928,SD0000055,IM0000031
2013-05-16 08:14:41+00:00,001A4621460,Reassignment,TEAM0005,KM0000928,SD0000055,IM0000031
2013-10-05 15:00:00+00:00,001A4581083,OO Response,TEAM0005,KM0000928,SD0000055,IM0000031
2013-04-30 06:22:15+00:00,001A4515536,Assignment,TEAM9999,KM0000928,SD0000055,IM0000031
2013-02-22 13:02:00+00:00,001A4050789,Assignment,TEAM0003,KM0000928,SD0000055,IM0000031
2013-02-22 10:10:25+00:00,001A4049032,Reassignment,TEAM0005,KM0000928,SD0000055,IM0000031
2013-05-16 12:02:33+00:00,001A4624720,Operator Update,TEAM0004,KM0000928,SD0000055,IM0000031
2013-07-31 08:19:21+00:00,001A5147792,Update,TEAM9999,KM0000928,SD0000055,IM0000031
2013-02-22 10:10:25+00:00,001A4049033,OO Response,TEAM0005,KM0000928,SD0000055,IM0000031
2013-11-02 15:08:15+00:00,001A3957655,Update,TEAM0003,KM0000928,SD0000055,IM0000031
2013-05-16 12:07:31+00:00,001A4624736,Reassignment,TEAM0004,KM0000928,SD0000055,IM0000031
2013-05-16 08:14:41+00:00,001A4621462,OO Response,TEAM0005,KM0000928,SD0000055,IM0000031
2013-11-30 10:39:10+00:00,001A6062488,Closed,TEAM0008,KM0001430,SD0000056,IM0000033
2013-01-03 13:01:47+00:00,001A4108738,Closed,TEAM0003,KM0000401,#N/B,IM0000034
2013-01-03 13:00:06+00:00,001A4108733,Reassignment,TEAM0002,KM0000401,#N/B,IM0000034
2013-01-03 13:01:47+00:00,001A4108739,Caused By CI,TEAM0003,KM0000401,#N/B,IM0000034
2013-01-03 13:00:06+00:00,001A4108734,Assignment,TEAM0002,KM0000401,#N/B,IM0000034
2013-01-03 13:00:06+00:00,001A4108735,Update from customer,TEAM0002,KM0000401,#N/B,IM0000034
2013-01-03 12:50:30+00:00,001A4107169,OO Response,TEAM0005,KM0000611,SD0000058,IM0000035
2013-02-04 11:45:51+00:00,001A4316196,External Vendor Assignment,TEAM0003,KM0000611,SD0000058,IM0000035
2013-04-03 10:48:55+00:00,001A4116404,Operator Update,TEAM0003,KM0000611,SD0000058,IM0000035
2013-11-14 09:49:59+00:00,001A5926649,Closed,TEAM0004,KM0000611,SD0000058,IM0000035
2013-11-14 09:49:59+00:00,001A5926650,Caused By CI,TEAM0004,KM0000611,SD0000058,IM0000035
2013-04-03 10:48:55+00:00,001A4116402,Reassignment,TEAM0003,KM0000611,SD0000058,IM0000035
2013-04-29 13:59:20+00:00,001A4514691,Reassignment,TEAM0003,KM0000611,SD0000058,IM0000035
2013-12-09 15:00:01+00:00,001A5456740,Operator Update,TEAM0003,KM0000611,SD0000058,IM0000035
2013-12-09 15:00:42+00:00,001A5456745,Status Change,TEAM0003,KM0000611,SD0000058,IM0000035
2013-12-09 14:48:13+00:00,001A5456703,Assignment,TEAM0003,KM0000611,SD0000058,IM0000035
2013-10-04 13:03:50+00:00,001A4380064,Operator Update,TEAM0003,KM0000611,SD0000058,IM0000035
2013-04-29 14:29:33+00:00,001A4516033,Update,TEAM9999,KM0000611,SD0000058,IM0000035
2013-06-03 08:28:39+00:00,001A4133212,Update,TEAM9999,KM0000611,SD0000058,IM0000035
2013-04-03 10:48:55+00:00,001A4116403,Assignment,TEAM0003,KM0000611,SD0000058,IM0000035
2013-02-04 11:45:36+00:00,001A4316194,Operator Update,TEAM0003,KM0000611,SD0000058,IM0000035
2013-01-03 12:56:15+00:00,001A4108708,Assignment,TEAM0003,KM0000611,SD0000058,IM0000035
2013-02-26 08:26:07+00:00,001A4070726,Update from customer,TEAM0002,KM0000611,SD0000058,IM0000035
2013-03-18 11:00:41+00:00,001A4221663,Update from customer,TEAM0002,KM0000611,SD0000058,IM0000035
2013-03-18 11:00:41+00:00,001A4221662,Assignment,TEAM0002,KM0000611,SD0000058,IM0000035
2013-02-26 07:06:58+00:00,001A4069788,Operator Update,TEAM0003,KM0000611,SD0000058,IM0000035
2013-04-29 13:59:20+00:00,001A4514692,Assignment,TEAM0003,KM0000611,SD0000058,IM0000035
